% Device,CC1349003
% File name,CC1349003_20170829_120832
% Cast time (UTC),2017-08-29 12:08:32
% Cast time (local),2017-08-29 12:08:32
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,44.2891325
% Start longitude,-66.3486224
% Start altitude,0
% Start GPS horizontal error(Meter),117.91999816894531
% Start GPS vertical error(Meter),765.8599853515625
% Start GPS number of satellites,3
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),103.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-12-11
% Temperature calibration date,2013-12-11
% Pressure calibration date,2013-12-11
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14940809571783986,12.458358663611969,36899.969646491729,49254.6536513589,31.602734250032817,1494.340304558885,1023.86749991348
0.44999999999999996,0.44810454509776138,11.4792576809949,36881.682618014624,50551.5804906707,32.425834285138365,1491.9554100706946,1024.6885572122976
0.74999999999999989,0.746682778183073,11.458892443950877,36843.785803733612,50527.845655726436,32.406491899295531,1491.8661951509239,1024.6785617586804
1.05,1.0452602732626644,11.408650398254395,36805.5234375,50545.02574924424,32.412969439411171,1491.7037062742852,1024.6940124496753
1.35,1.3438333521144328,11.388838768005371,36801.46875,50566.973275274489,32.42626005309954,1491.6554549112459,1024.709263857224
1.65,1.6424048084072835,11.385305404663086,36790.9296875,50557.401234269884,32.418906955861836,1491.6392321887754,1024.7055392946595
1.9500000000000002,1.9409761360361877,11.384032249450684,36794.3984375,50563.937203600508,32.423298792621196,1491.6450000229509,1024.7105367083839
2.25,2.2395463087777676,11.381795883178711,36794.57421875,50567.286915820085,32.425308910137559,1491.6445453193308,1024.7138562223565
2.55,2.5381161910080623,11.381746768951416,36791.640625,50563.323496603509,32.422350564881405,1491.6457624139823,1024.7129204979106
2.85,2.8366864026457912,11.381697654724121,36788.70703125,50559.360066685935,32.41939227049928,1491.6469795676728,1024.7119848192658
3.15,3.1352564419828868,11.383204460144043,36792.0546875,50561.8667094096,32.421224846700582,1491.6593812536319,1024.7144928814669
3.4499999999999997,3.4338248902856865,11.3905611038208,36810.2890625,50576.698937784626,32.432511085945308,1491.7035544932753,1024.7232956606338
3.75,3.7323932152409496,11.391181945800781,36799.408203125,50560.886230532735,32.421176667638719,1491.6970552236126,1024.7157292440343
4.05,4.0309638014608549,11.391802787780762,36788.52734375,50545.074062808519,32.409843211944676,1491.6905572977814,1024.7081636745313
4.35,4.3295331401654229,11.390634536743164,36807.2421875,50572.410533727016,32.4290829730747,1491.7145167044287,1024.7246821494257
4.6499999999999995,4.6281007207519016,11.404816627502441,36816.3203125,50565.177527479544,32.425401597784045,1491.7645368007486,1024.7206213221209
4.9499999999999993,4.9266702216011593,11.400038719177246,36797.79296875,50546.365146259028,32.411317651893533,1491.7358967527646,1024.7118907898519
5.2499999999999991,5.2252406414297381,11.401815891265869,36801.84765625,50549.46677135428,32.413604917819505,1491.7497854274614,1024.714702969969
5.55,5.5238102986810524,11.403593063354492,36805.90234375,50552.568093615591,32.41589198410702,1491.7636735457468,1024.7175149104667
5.85,5.8223788044488982,11.400152206420898,36807.5546875,50559.616452657632,32.420404757676039,1491.7620226089293,1024.7229966613054
6.1499999999999995,6.1209473883568473,11.400031089782715,36798.375,50547.175233497393,32.411391609157555,1491.755720959341,1024.71736822583
6.4499999999999993,6.4195158271093993,11.381650924682617,36785.12890625,50554.507521391293,32.414416098680086,1491.7001265395006,1024.7243827319978
6.7499999999999991,6.7180825240447248,11.381267070770264,36790.04296875,50561.794476790172,32.419443854644591,1491.7097630309884,1024.7297141881834
7.0499999999999989,7.0166477243529952,11.38088321685791,36794.95703125,50569.081585958069,32.424471785636065,1491.7193998122259,1024.7350457710882
7.35,7.3152112485411056,11.380613327026367,36801.617187499993,50578.610174448142,32.43111139620833,1491.7313696635101,1024.7416094627015
7.6499999999999995,7.6137750995923286,11.385920524597168,36794.92578125,50562.037803023755,32.419766993744147,1491.7412205259925,1024.7331917388785
7.9499999999999993,7.91234002954909,11.382994174957275,36791.802734375,50561.812693935884,32.41914923149519,1491.735201812679,1024.7345930606959
8.25,8.2109046080137613,11.380067825317383,36788.6796875,50561.58754863323,32.418531329770055,1491.7291821057554,1024.7359942066871
8.5499999999999989,8.5094690213562245,11.380669593811035,36787.87109375,50559.639919338151,32.417084685184072,1491.7344870354975,1024.7361162121813
8.85,8.8080334603594288,11.380592346191406,36786.25390625,50557.524677166308,32.415441589523738,1491.7371850148729,1024.7362077453768
