% Device,CC1349003
% File name,CC1349003_20170829_121631
% Cast time (UTC),2017-08-29 12:16:31
% Cast time (local),2017-08-29 12:16:31
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,44.3111956
% Start longitude,-66.337459
% Start altitude,17.600000381469727
% Start GPS horizontal error(Meter),5.5799999237060547
% Start GPS vertical error(Meter),28.530000686645508
% Start GPS number of satellites,4
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),252.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-12-11
% Temperature calibration date,2013-12-11
% Pressure calibration date,2013-12-11
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14934533928088956,11.959327199546406,36915.437839323029,49940.624784663407,32.041946274214524,1493.1539910484007,1024.3013259591
0.44999999999999996,0.44797831210732142,11.521815544527684,36896.365824989713,50512.776096803536,32.402897853521729,1492.0760567883583,1024.6630305003616
0.74999999999999989,0.74655940914102714,11.43876838684082,36808.29296875,50507.048671330267,32.389396978201461,1491.7755324297525,1024.6689093591319
1.05,1.0451373097619416,11.418941497802736,36805.80859375,50531.134459208,32.4042211360554,1491.7291114988786,1024.6853592653843
1.35,1.3437123548754077,11.412978172302246,36802.0546875,50534.255277550612,32.405649358448954,1491.7149612818084,1024.6888984435605
1.65,1.6422864255329428,11.407014846801758,36798.30078125,50537.377118248711,32.407077736506082,1491.7008082411678,1024.6924374716739
1.9500000000000002,1.9408595851430091,11.404664993286133,36798.06640625,50540.31730965856,32.40878394049647,1491.699596426698,1024.6955414639324
2.25,2.2394313135057793,11.396843910217285,36796.8984375,50549.573100719332,32.414376674264879,1491.6839539347827,1024.7026511934573
2.55,2.5380018927005694,11.392533779144287,36791.90234375,50548.695739391718,32.413137913853539,1491.6723623203109,1024.7038190335029
2.85,2.8365721884559094,11.388223648071289,36786.90625,50547.818170219805,32.411898785455115,1491.6607684587623,1024.7049864224282
3.15,3.1351410672400135,11.378139495849609,36785.58984375,50560.020871802524,32.419334749029723,1491.6394262502236,1024.7139349798995
3.4499999999999997,3.4337056998127542,11.370750427246094,36802.59375,50593.668425425734,32.442370069496235,1491.6462202770802,1024.7345232279906
3.75,3.7322675931438396,11.371837139129639,36800.34375,50589.063743510174,32.439083047842296,1491.6510090457985,1024.7331276827222
4.05,4.0308299498202382,11.372923851013184,36798.09375,50584.459336742286,32.435796256590287,1491.6557980807822,1024.7317323157988
4.35,4.32939261959801,11.369026184082031,36791.5546875,50580.89059255991,32.4326827887792,1491.6433873580911,1024.7313681142227
4.6499999999999995,4.6279554347159735,11.368408679962158,36788.88671875,50578.081436677639,32.43048323971297,1491.6435297903879,1024.7311243326146
4.9499999999999993,4.9265183776350874,11.367791175842285,36786.21875,50575.272185399677,32.428283659507791,1491.6436721165628,1024.7308805261203
5.2499999999999991,5.2250781708137168,11.364835739135742,36810.421875,50612.660729530973,32.454489273904372,1491.6697569174064,1024.7531356106235
5.55,5.5236343464283868,11.358548164367676,36805.546875,50614.709240604927,32.455109717823348,1491.6534790030005,1024.7561032657388
5.85,5.8221904561031188,11.35986328125,36802.599609375,50608.8256227758,32.450936684577506,1491.6580022427359,1024.7539779670426
6.1499999999999995,6.1207472417004727,11.361178398132324,36799.65234375,50602.942430545925,32.446764002854685,1491.6625258914605,1024.7518529465476
6.4499999999999993,6.4193029992270354,11.359759330749512,36808.953125,50617.707326063908,32.45700777769067,1491.67481049141,1024.7614251314897
6.7499999999999991,6.717858249136178,11.355222702026367,36794.6953125,50604.414686268909,32.446884977420531,1491.6517453452327,1024.7557272890178
7.0499999999999989,7.0164136511204562,11.354917526245117,36799.31640625,50611.195005027948,32.451560149173012,1491.6612340284296,1024.7607708641126
7.35,7.3149676404572759,11.354612350463867,36803.9375,50617.97543762064,32.456235459529978,1491.6707229480726,1024.7658145354646
7.6499999999999995,7.6135201145383675,11.347484588623047,36801.7578125,50624.903248489361,32.460239160370634,1491.6555667268094,1024.7715626062206
7.9499999999999993,7.9120713847060156,11.343807220458984,36799.7578125,50627.274117534318,32.46138511726874,1491.6490327256588,1024.7744690152592
8.25,8.210622563223767,11.343912124633789,36795.75390625,50621.619626509542,32.457238112521708,1491.6493588280612,1024.7725814780379
8.5499999999999989,8.5091735360283138,11.342793941497803,36797.677734375,50625.823916578127,32.459983175962996,1491.6536884069069,1024.7762709369686
8.85,8.80772349072288,11.341675758361816,36799.6015625,50630.0284653671,32.462728394929968,1491.6580181432528,1024.7799605124371
9.1499999999999986,9.1062728387563077,11.3444242477417,36802.19921875,50629.773315279221,32.462733611194608,1491.672570120239,1024.7808253893984
9.45,9.4048213210722764,11.338480949401856,36800.9921875,50636.393192580275,32.466651339891186,1491.6614449019105,1024.7862934509071
9.75,9.7033690998195059,11.338755607604981,36799.330078125,50633.723503761961,32.464652510415583,1491.6649443534318,1024.786045161715
10.049999999999999,10.001917007658953,11.339030265808106,36797.66796875,50631.053855299811,32.462653738054215,1491.6684438852096,1024.785796916286
10.35,10.300465267570555,11.340030670166016,36794.8203125,50625.741962715729,32.458853319465916,1491.6723159863707,1024.7840178430317
10.649999999999999,10.59901498100602,11.3374662399292,36780.03125,50608.965147911847,32.446470238160295,1491.6534190958241,1024.7762080727018
10.95,10.897564546626882,11.338242053985596,36791.341796875,50623.447527010612,32.456760893246312,1491.6734318689603,1024.7854223080099
11.25,11.196111484658479,11.339017868041992,36802.65234375,50637.9292877309,32.467051577065448,1491.6934446125272,1024.7946365035182
11.549999999999999,11.494657285362877,11.33619499206543,36796.4765625,50633.3651205569,32.463348283652238,1491.6840700025734,1024.7936199630112
11.85,11.793203186098488,11.340102195739746,36800.1953125,50633.037730992117,32.463434446345559,1491.702770600321,1024.7943394650715
12.149999999999999,12.091749415440491,11.333643913269043,36787.84765625,50625.045679515621,32.456871866332328,1491.677253830992,1024.7917537059479
12.45,12.39029535426118,11.333662509918213,36792.736328125,50631.747237264441,32.461527210623032,1491.6878513151464,1024.7967236693987
12.75,12.68883990198537,11.333681106567383,36797.625,50638.448788153146,32.466182622186551,1491.6984489296031,1024.8016936646975
13.049999999999999,12.987384079400503,11.332917213439941,36792.44140625,50632.379984946645,32.461641245625685,1491.6952637820457,1024.7996556481808
13.35,13.285928307181321,11.328527450561523,36788.5546875,50633.148752814872,32.461562181463691,1491.6847627693405,1024.8017375873317
13.649999999999999,13.584472364211839,11.32603931427002,36783.41015625,50629.535796654149,32.458575358730236,1491.6774158644698,1024.8012176023983
13.95,13.883015708300723,11.326072692871094,36789.408203125,50637.74511790926,32.4643074550544,1491.689359011827,1024.8070218987593
14.249999999999998,14.18155741826225,11.326106071472168,36795.40625,50645.954424077936,32.470039656766716,1491.7013023480226,1024.8128262554346
14.549999999999999,14.480099147009797,11.322383880615234,36782.281250000007,50633.077072937129,32.4603047759601,1491.6815331373409,1024.8072826230598
14.85,14.778640414548706,11.321295738220215,36791.328125,50647.047933211776,32.470017314452491,1491.6943369372079,1024.8163823905791
15.149999999999999,15.077180898819332,11.322115898132324,36786.2421875,50638.903155682543,32.464176661817916,1491.6951284398735,1024.8130498096587
15.45,15.375722410622698,11.322936058044434,36781.15625,50630.758745966086,32.45833641755533,1491.6959204973944,1024.8097175767532
15.749999999999998,15.674264615891477,11.316335678100586,36770.6796875,50625.536691568515,32.453731932974307,1491.6722472169759,1024.808678550281
16.05,15.972806666015433,11.306331634521484,36760.984375,50626.134230601,32.452887191289314,1491.6411802461441,1024.8111724133987
16.35,16.271346080646047,11.295869827270508,36768.44921875,50651.009872099028,32.46929975773957,1491.6292397381717,1024.8271623643352
