% Device,CC1349003
% File name,CC1349003_20170925_174819
% Cast time (UTC),2017-09-25 17:48:19
% Cast time (local),2017-09-25 17:48:19
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,44.2813084
% Start longitude,-66.3380143
% Start altitude,-12.170000076293945
% Start GPS horizontal error(Meter),10.1899995803833
% Start GPS vertical error(Meter),7.9099998474121094
% Start GPS number of satellites,4
% End latitude,44.2823717
% End longitude,-66.3382827
% End altitude,-42.299999237060547
% End GPS horizontal error(Meter),469.01998901367188
% End GPS vertical error(Meter),572.6500244140625
% End GPS number of satellites,3
% Cast duration (Seconds),151.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-12-11
% Temperature calibration date,2013-12-11
% Pressure calibration date,2013-12-11
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14961490832668348,14.068000672005407,36769.208458850393,47057.960256970306,30.174649225015024,1498.0398245186036,1022.4490349463995
0.44999999999999996,0.44857939876660796,13.262205348502167,38406.454848794863,50188.501288646112,32.3463981676684,1497.9334121075947,1024.2888506554052
0.74999999999999989,0.747281331795298,13.11438287709132,38162.019113836985,50062.491155765631,32.242348251003911,1497.3222315043888,1024.2389021004631
1.05,1.0460407174407083,13.061528441695195,37626.369975917412,49428.34867175082,31.783170412605305,1496.6073982321796,1023.8953576388058
1.35,1.3448585674524409,13.042250815991364,37524.130293801834,49319.019628076618,31.703092602956868,1496.4530153372746,1023.8385146201856
1.65,1.6436461675162184,13.018241882324219,37857.94140625,49789.179525225823,32.037254785618309,1496.7726297946356,1024.1030963974977
1.9500000000000002,1.9423817934214507,12.98151969909668,37939.625,49944.848574479664,32.145233385951606,1496.7821437523114,1024.1951749059147
2.25,2.2410850255529504,12.973252296447754,38106.8671875,50175.932904046706,32.309956043918937,1496.9543063522501,1024.3256234045648
2.55,2.5397615316654067,12.968573570251465,38172.515625,50268.566916757081,32.375818066487248,1497.0215213594258,1024.37886177833
2.85,2.8384225682457132,12.963894844055176,38238.1640625,50361.2237621712,32.441713103336546,1497.0887838712333,1024.4321280080603
3.15,3.1370776902406687,12.952069282531738,38205.7421875,50334.201678279795,32.421091306267904,1497.0296486996597,1024.4198247393113
3.4499999999999997,3.4357308138137475,12.938679695129395,38224.3984375,50376.553354869757,32.450079825076607,1497.0239896764172,1024.4462276117095
3.75,3.7343765749761979,12.937211036682129,38254.43359375,50418.088926939228,32.479614997783656,1497.0589850731469,1024.4707241627832
4.05,4.0330190427862576,12.932089328765869,38244.638671875,50411.985404231484,32.474628964750345,1497.0408415598868,1024.4692117981972
4.35,4.3316620084291593,12.926967620849609,38234.84375,50405.880233068172,32.469641720672065,1497.022693775624,1024.4676982125552
4.6499999999999995,4.6303069589963677,12.924967765808106,38214.78125,50382.087976951669,32.45226460090084,1497.0003516266311,1024.4559833508374
4.9499999999999993,4.9289495758288053,12.917437553405762,38242.62890625,50428.815043719944,32.484945108544665,1497.01872325872,1024.4840993551263
5.2499999999999991,5.2275875084346275,12.916475772857666,38245.8125,50434.292376110134,32.488661753709522,1497.024846618209,1024.4885107672221
5.55,5.526224211877909,12.91551399230957,38248.99609375,50439.769986380867,32.492378600375133,1497.0309702326765,1024.4929223323272
5.85,5.8248617868351324,12.923084259033203,38242.51953125,50421.162042141535,32.4796301716015,1497.0462402413564,1024.4829208691447
6.1499999999999995,6.1235009206152924,12.924448966979981,38241.99609375,50418.65753546809,32.477842585604883,1497.0536558279675,1024.4826167402737
6.4499999999999993,6.4221387750573964,12.92162036895752,38249.8984375,50432.837607344445,32.487624509614029,1497.0606952058949,1024.4920880832456
