% Device,CC1349003
% File name,CC1349003_20170925_181438
% Cast time (UTC),2017-09-25 18:14:38
% Cast time (local),2017-09-25 18:14:38
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,44.3396371
% Start longitude,-66.3395382
% Start altitude,-14.380000114440918
% Start GPS horizontal error(Meter),8.90999984741211
% Start GPS vertical error(Meter),5.78000020980835
% Start GPS number of satellites,5
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),307
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-12-11
% Temperature calibration date,2013-12-11
% Pressure calibration date,2013-12-11
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14931227646343631,12.797184004908651,38171.171106890492,50494.7287897602,32.5226230139728,1496.5797958851706,1024.5151416693946
0.44999999999999996,0.44792810094686875,12.709024023661533,38185.116602111128,50631.271414172457,32.611853887546005,1496.3934109079257,1024.6026849451248
0.74999999999999989,0.74653435043701322,12.703901708704516,38135.59837452486,50572.482748808834,32.569066135556092,1496.3303011987889,1024.5718786259149
1.05,1.0451489368309341,12.633291401117456,38016.049498647917,50508.536568660456,32.516161069482578,1496.0339045847734,1024.5458645088595
1.35,1.343761670624025,12.548737525939941,37968.64453125,50559.149298987715,32.543937912601407,1495.7856164144187,1024.5849814169606
1.65,1.6423630730647323,12.507961273193359,37972.15234375,50618.790057896847,32.582484418975675,1495.6981357673335,1024.6240145380139
1.9500000000000002,1.9409577760636745,12.494321346282959,37964.458984375,50626.9451229028,32.586837928808428,1495.6619878720899,1024.6313474602771
2.25,2.239550398939762,12.480681419372559,37956.765625,50635.10612347268,32.591193021613563,1495.6258269327893,1024.6386801414149
2.55,2.5381397837263147,12.475139617919922,37969.234375,50659.230041725859,32.607801242655889,1495.6317130372956,1024.6539607172726
2.85,2.8367268178737755,12.465960129576102,37958.519044369634,50657.3419086152,32.605400188307165,1495.602643523252,1024.6552027973453
3.15,3.1353142919925108,12.457908452015925,37942.222916247854,50646.478252853252,32.596680085169027,1495.5698811045575,1024.6513307183343
3.4499999999999997,3.4339005745940785,12.455038070678711,37953.96484375,50666.034262373192,32.610281763332907,1495.5812574950089,1024.6637703283266
3.75,3.7324854464928507,12.444748878479004,37937.09375,50657.428459620358,32.602952380065339,1495.5425400032116,1024.6614025443805
