% Device,CC1349003
% File name,CC1349003_20170925_182832
% Cast time (UTC),2017-09-25 18:28:32
% Cast time (local),2017-09-25 18:28:32
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,44.3182012
% Start longitude,-66.3824984
% Start altitude,-16.520000457763672
% Start GPS horizontal error(Meter),7.5500001907348633
% Start GPS vertical error(Meter),5.71999979019165
% Start GPS number of satellites,4
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),205.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-12-11
% Temperature calibration date,2013-12-11
% Pressure calibration date,2013-12-11
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14932282395215013,12.756959408741524,38027.44658092421,50358.195120076409,32.420836881725762,1496.3235503967981,1024.4441111358588
0.44999999999999996,0.44795460463892633,12.598679936753074,38013.147625157028,50551.173191586982,32.5435482098869,1495.9394386364045,1024.5710461686094
0.74999999999999989,0.746564459501237,12.563432515247698,37988.129712165159,50565.306693877174,32.550058309888428,1495.8327782960485,1024.584208655388
1.05,1.0451707779611148,12.538783318641221,37973.228161344,50578.661326094494,32.557051876433107,1495.7625163630937,1024.5957039206792
1.35,1.3437747441400356,12.5189208984375,37955.18359375,50581.390249060532,32.556901072247008,1495.6999469033185,1024.6007408124417
1.65,1.6423780523656413,12.508749008178711,37941.45703125,50576.809457144169,32.552478094051907,1495.6651391101577,1024.6006088162567
1.9500000000000002,1.9409810744304923,12.506861686706543,37940.921875,50578.641038963942,32.553479113024636,1495.6648751791756,1024.6030942715941
2.25,2.2395829672532472,12.498730659484865,37937.390625,50584.899752338926,32.557026818066362,1495.64645591178,1024.6087480628034
2.55,2.5381825095918473,12.497556686401367,37949.00390625,50601.968847762757,32.569018252802671,1495.661676490254,1024.6196146920761
2.85,2.8367807151765145,12.496779918670654,37944.646484375,50597.206702383184,32.565405133382221,1495.6596937752727,1024.6183115488805
3.15,3.1353793573121731,12.496003150939941,37940.2890625,50592.444359698275,32.561791959096539,1495.6577108764714,1024.6170083645338
3.4499999999999997,3.43397698324328,12.498628616333008,37953.359375,50606.329851845476,32.571883176935479,1495.6835637572015,1024.6256752953536
3.75,3.73257258856906,12.493343353271484,37953.0546875,50613.0572697892,32.5760511381711,1495.6755343713164,1024.6312652532231
4.05,4.0311697862193885,12.494212150573731,37930.59765625,50581.937158625682,32.553715474304212,1495.6568763831203,1024.6151370386695
4.35,4.3297670199167078,12.492308616638184,37948.65625,50608.588334780885,32.572499504357964,1495.6776971266668,1024.631407518023
4.6499999999999995,4.6283623001121956,12.490871906280518,37941.94921875,50601.582851416577,32.567212556780753,1495.67148430984,1024.6289333388106
