% Device,CC1349003
% File name,CC1349003_20170925_180409
% Cast time (UTC),2017-09-25 18:04:09
% Cast time (local),2017-09-25 18:04:09
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,44.3110312
% Start longitude,-66.3372695
% Start altitude,10.100000381469727
% Start GPS horizontal error(Meter),16.639999389648438
% Start GPS vertical error(Meter),11.710000038146973
% Start GPS number of satellites,4
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),284.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-12-11
% Temperature calibration date,2013-12-11
% Pressure calibration date,2013-12-11
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.149355719559963,13.145124037752636,38186.202783712804,50053.845343273118,32.239214435002431,1497.4113626357953,1024.2277351124003
0.44999999999999996,0.44802473509592861,12.736806519368956,38076.859935917819,50450.559344991634,32.484974279099042,1496.3366056894079,1024.4990323444504
0.74999999999999989,0.746657168042651,12.695873211626985,38008.918740759007,50415.225199021872,32.455536178060107,1496.168477998744,1024.4854885276359
1.05,1.0452888381095902,12.665143013000488,37997.35546875,50441.007824707907,32.470888926614805,1496.0878356279941,1024.5046563323167
1.35,1.3439178904885221,12.657369613647461,37985.47265625,50435.642539519846,32.466159793368696,1496.0608986970092,1024.5038387110155
1.65,1.6425463788381376,12.651167869567871,37983.421875,50441.226692599725,32.469431668130376,1496.0487672826168,1024.5089159754566
1.9500000000000002,1.9411729263903395,12.647235870361328,37988.8359375,50453.68545557365,32.477852877041379,1496.0504202013549,1024.5175450091406
2.25,2.2397980673428339,12.647071838378906,37988.859375,50453.936415145916,32.477894813312048,1496.0548643702002,1024.5189569625811
2.55,2.5384230295362271,12.645040988922119,37985.06640625,50451.620463672683,32.475913648966461,1496.0505949580602,1024.5191611889916
2.85,2.83704798901003,12.643010139465332,37981.2734375,50449.30426230716,32.473932300200083,1496.0463248626984,1024.5193652381056
